Travel ID,SOURCE,DESTINATION,Transaction Value,COST,DATE,EMPLOYEE_ID,Main Category,Sub Category,Emission Factor,Emission,Title,DEPARTMENT
45,Montreal,Ottawa,10.0,570.6879043485537,2023-09-02,2455,Accommodation,AirBnB,0.09,0.8999999999999999,Marketing,Finance
46,Calgary,Hamilton,7829.85,500.51260983083836,2022-10-18,547,Ground Travel,Ferry,0.18,1409.373,Marketing,Marketing
47,Winnipeg,Calgary,5501.61,379.73533536388743,2020-06-21,1698,Air Travel,Private Jet,0.27,1485.4347,Finance,Sales
48,Ottawa,Kitchener,3.0,594.1872298647937,2020-05-11,469,Accommodation,Green Accommodation,0.05,0.15000000000000002,Marketing,Sales
49,Calgary,Hamilton,7.0,124.12338476273644,2023-06-13,4134,Accommodation,AirBnB,0.09,0.63,Finance,Finance
50,Hamilton,Hamilton,4.0,434.9864189243888,2022-09-01,1291,Accommodation,Lodging,0.08,0.32,Finance,Finance
51,Edmonton,Kitchener,7906.95,345.72149517047285,2023-01-29,410,Ground Travel,Car,0.2,1581.39,Finance,Sales
52,Edmonton,Quebec City,7250.03,781.9240495676992,2021-07-24,200,Ground Travel,Ferry,0.18,1305.0054,Finance,HR
53,Toronto,Toronto,2137.04,737.0253006227185,2020-12-18,1431,Ground Travel,Ferry,0.18,384.6672,IT,IT
54,Vancouver,Hamilton,2.0,594.8726686518198,2020-07-15,4410,Accommodation,Green Accommodation,0.05,0.1,Sales,HR
55,Calgary,Edmonton,2.0,911.2371159574529,2023-08-08,2927,Accommodation,Lodging,0.08,0.16,Sales,IT
56,Edmonton,Calgary,2844.45,119.39524649266914,2020-09-09,242,Air Travel,Private Jet,0.27,768.0015,Marketing,Finance
57,Vancouver,Montreal,5.0,152.6341052772674,2023-04-27,1349,Accommodation,Green Accommodation,0.05,0.25,Sales,HR
58,Vancouver,Hamilton,8670.68,810.7086529908735,2021-03-27,4324,Ground Travel,Ferry,0.18,1560.7224,Finance,Sales
59,Ottawa,Ottawa,5226.65,707.7043625558849,2020-06-06,2889,Ground Travel,Car,0.2,1045.33,Sales,Marketing
60,Calgary,Calgary,2.0,337.0141601664496,2020-11-09,2296,Accommodation,Green Accommodation,0.05,0.1,Marketing,HR
61,Kitchener,Toronto,6398.75,679.804241518919,2022-02-10,624,Air Travel,Commercial Airline,0.16,1023.8000000000001,Marketing,HR
62,Montreal,Montreal,4875.02,779.5792334831549,2022-03-17,3363,Air Travel,Private Jet,0.27,1316.2554000000002,IT,Sales
63,Hamilton,Edmonton,2132.75,359.0701311973804,2023-01-03,2678,Ground Travel,Car,0.2,426.55,Sales,Marketing
64,Kitchener,Toronto,826.3,901.2641483088881,2023-11-02,3304,Ground Travel,Ferry,0.18,148.73399999999998,Finance,IT
65,Montreal,Calgary,7243.18,613.1243847759694,2021-06-03,4629,Ground Travel,Train,0.15,1086.477,Sales,Sales
66,Winnipeg,Vancouver,7.0,349.62719138382715,2021-12-30,2065,Accommodation,Lodging,0.08,0.56,HR,Finance
67,Vancouver,Ottawa,1588.07,865.4222316392423,2022-02-04,2867,Ground Travel,Train,0.15,238.21049999999997,Marketing,Finance
68,Toronto,Ottawa,2.0,796.8961983076175,2020-07-30,2544,Accommodation,Hotel,0.1,0.2,IT,Marketing
69,Toronto,Vancouver,8105.89,208.67571164451073,2021-03-02,3237,Ground Travel,Ferry,0.18,1459.0602,IT,HR
70,Toronto,Calgary,9429.07,410.20107288124336,2022-09-06,2274,Air Travel,Commercial Airline,0.16,1508.6512,Finance,Finance
71,Montreal,Hamilton,8.0,150.43707796710007,2020-08-28,1961,Accommodation,Lodging,0.08,0.64,Finance,IT
72,Winnipeg,Montreal,6.0,293.39231091068245,2021-01-08,523,Accommodation,AirBnB,0.09,0.54,Sales,HR
73,Toronto,Vancouver,1.0,489.4754878031086,2020-11-17,4422,Accommodation,Green Accommodation,0.05,0.05,Marketing,HR
74,Kitchener,Ottawa,8.0,316.9445802571604,2022-03-27,2344,Accommodation,Hotel,0.1,0.8,Sales,Marketing
75,Quebec City,Calgary,3892.17,732.5596073532582,2020-11-16,1813,Air Travel,Private Jet,0.27,1050.8859,IT,Sales
76,Vancouver,Winnipeg,2.0,323.12480521989806,2022-01-11,4382,Accommodation,Green Accommodation,0.05,0.1,Sales,HR
77,Montreal,Ottawa,6.0,223.49417445253948,2021-04-20,667,Accommodation,Green Accommodation,0.05,0.30000000000000004,HR,Marketing
78,Edmonton,Quebec City,8.0,729.9706237597355,2023-12-22,2963,Accommodation,AirBnB,0.09,0.72,IT,Marketing
79,Ottawa,Kitchener,3621.85,599.5636018790354,2020-02-22,2274,Ground Travel,Train,0.15,543.2774999999999,Finance,Finance
80,Montreal,Calgary,2823.71,930.4143444390479,2021-02-22,210,Air Travel,Commercial Airline,0.16,451.7936,Sales,IT
81,Vancouver,Calgary,8682.81,697.5287515474554,2022-10-08,2246,Air Travel,Commercial Airline,0.16,1389.2495999999999,Sales,Marketing
82,Toronto,Vancouver,7783.93,468.23655529603934,2023-02-28,3332,Ground Travel,Car,0.2,1556.786,IT,IT
83,Edmonton,Montreal,892.22,185.8991558079909,2021-05-15,4833,Air Travel,Commercial Airline,0.16,142.7552,Marketing,HR
84,Kitchener,Kitchener,10.0,629.0408976154896,2020-01-16,1339,Accommodation,Lodging,0.08,0.8,IT,IT
85,Calgary,Ottawa,9515.25,346.3288645408941,2022-10-20,3193,Ground Travel,Train,0.15,1427.2875,HR,HR
86,Winnipeg,Winnipeg,3.0,858.2864276181007,2023-06-07,3887,Accommodation,Green Accommodation,0.05,0.15000000000000002,Marketing,Marketing
87,Vancouver,Vancouver,3702.44,412.07417986743525,2023-03-19,3941,Air Travel,Commercial Airline,0.16,592.3904,IT,Sales
88,Ottawa,Edmonton,4004.11,127.95384110737562,2020-06-10,3135,Ground Travel,Ferry,0.18,720.7398,IT,Marketing
89,Montreal,Hamilton,2211.07,139.98977338854849,2020-05-04,2463,Air Travel,Private Jet,0.27,596.9889000000001,Sales,Sales
90,Kitchener,Quebec City,624.82,678.610757211219,2021-03-06,424,Air Travel,Commercial Airline,0.16,99.97120000000001,IT,HR
91,Vancouver,Kitchener,3665.75,520.747666424669,2022-12-11,1520,Ground Travel,Car,0.2,733.1500000000001,IT,Sales
92,Edmonton,Ottawa,5.0,627.7307706358922,2021-05-22,4039,Accommodation,Lodging,0.08,0.4,Sales,Sales
93,Edmonton,Vancouver,9.0,655.2517890397813,2022-07-01,4457,Accommodation,Hotel,0.1,0.9,IT,IT
94,Winnipeg,Kitchener,8717.92,240.19983612783128,2021-08-19,1264,Air Travel,Commercial Airline,0.16,1394.8672000000001,HR,Sales
95,Ottawa,Kitchener,10.0,319.47255847019824,2023-12-14,2230,Accommodation,Green Accommodation,0.05,0.5,Sales,Finance
96,Montreal,Winnipeg,2789.92,628.7553655255449,2023-05-12,3251,Ground Travel,Ferry,0.18,502.1856,Marketing,Finance
97,Hamilton,Kitchener,8.0,140.14463173425582,2022-05-13,2646,Accommodation,AirBnB,0.09,0.72,HR,Finance
98,Kitchener,Hamilton,6228.41,389.6892742900507,2021-12-01,1747,Air Travel,Commercial Airline,0.16,996.5456,Sales,Marketing
99,Quebec City,Montreal,8.0,612.9320734091596,2022-04-15,1748,Accommodation,Hotel,0.1,0.8,Finance,Marketing
100,Edmonton,Montreal,4028.63,637.0606411545921,2022-09-30,3334,Ground Travel,Car,0.2,805.7260000000001,IT,Sales
101,Hamilton,Vancouver,9581.92,668.404592349185,2022-08-12,2615,Air Travel,Commercial Airline,0.16,1533.1072000000001,Marketing,Marketing
102,Ottawa,Toronto,1201.55,918.000551739032,2023-08-02,2591,Ground Travel,Train,0.15,180.2325,Finance,IT
103,Toronto,Quebec City,4544.42,314.76993959977153,2022-09-14,1554,Air Travel,Commercial Airline,0.16,727.1072,Sales,IT
104,Calgary,Hamilton,1047.57,192.72269832974686,2020-10-20,4537,Air Travel,Commercial Airline,0.16,167.6112,Sales,Sales
105,Hamilton,Hamilton,7188.85,756.0777400197242,2022-02-01,1565,Ground Travel,Ferry,0.18,1293.993,Marketing,Marketing
106,Edmonton,Hamilton,5040.07,825.8981677712065,2020-03-25,3496,Air Travel,Private Jet,0.27,1360.8189,Finance,Sales
107,Ottawa,Edmonton,9.0,412.8959917857669,2022-07-08,1510,Accommodation,Hotel,0.1,0.9,HR,Sales
108,Winnipeg,Hamilton,7518.69,558.9888549661417,2023-12-05,724,Air Travel,Private Jet,0.27,2030.0463,Marketing,Marketing
109,Winnipeg,Montreal,7.0,283.93120040997826,2023-06-08,3509,Accommodation,AirBnB,0.09,0.63,Marketing,Sales
110,Calgary,Toronto,1251.35,902.4307811275601,2020-06-09,4683,Air Travel,Private Jet,0.27,337.8645,Sales,Finance
111,Montreal,Quebec City,7076.16,840.5608001336169,2023-11-16,3792,Ground Travel,Car,0.2,1415.232,Finance,IT
112,Montreal,Vancouver,7240.88,660.3064991905911,2020-06-20,4940,Ground Travel,Ferry,0.18,1303.3584,IT,Sales
113,Vancouver,Ottawa,3707.77,285.4073511734603,2020-04-23,692,Air Travel,Commercial Airline,0.16,593.2432,IT,Sales
114,Kitchener,Hamilton,6234.66,302.4752474734935,2021-08-09,691,Air Travel,Commercial Airline,0.16,997.5456,Finance,HR
115,Vancouver,Ottawa,10.0,621.786661564038,2023-04-03,419,Accommodation,Hotel,0.1,1.0,Finance,Marketing
116,Ottawa,Vancouver,2.0,508.5724353398843,2020-05-27,1944,Accommodation,Green Accommodation,0.05,0.1,Finance,IT
117,Kitchener,Winnipeg,7682.63,867.355448775916,2021-03-23,1953,Air Travel,Commercial Airline,0.16,1229.2208,HR,Sales
118,Quebec City,Vancouver,1.0,829.8428215953255,2022-06-03,4663,Accommodation,Hotel,0.1,0.1,HR,Sales
119,Vancouver,Ottawa,7501.48,796.393074414979,2021-04-29,3700,Air Travel,Commercial Airline,0.16,1200.2368,Marketing,Sales
120,Calgary,Calgary,2969.22,268.3013491858406,2021-01-03,4024,Ground Travel,Train,0.15,445.383,IT,IT
121,Toronto,Ottawa,8896.52,214.3562488562045,2023-11-02,1455,Air Travel,Commercial Airline,0.16,1423.4432000000002,Marketing,HR
122,Kitchener,Montreal,7542.09,428.3016043778931,2020-07-24,651,Air Travel,Commercial Airline,0.16,1206.7344,Sales,IT
123,Toronto,Montreal,10.0,666.4183671232234,2021-10-02,3691,Accommodation,Lodging,0.08,0.8,IT,HR
124,Ottawa,Vancouver,7671.29,116.07122742722952,2023-11-15,62,Ground Travel,Train,0.15,1150.6934999999999,Marketing,Finance
125,Quebec City,Kitchener,8699.96,792.9834500788351,2021-03-24,4893,Air Travel,Commercial Airline,0.16,1391.9935999999998,IT,IT
126,Quebec City,Ottawa,5344.91,875.5365943359858,2023-11-27,849,Ground Travel,Car,0.2,1068.982,HR,Sales
127,Quebec City,Calgary,942.1,329.1058527777807,2021-07-26,4892,Air Travel,Commercial Airline,0.16,150.73600000000002,Marketing,IT
128,Toronto,Montreal,2.0,715.4353916659176,2022-01-12,672,Accommodation,Lodging,0.08,0.16,HR,HR
129,Montreal,Ottawa,5484.83,526.626971099226,2022-10-31,1516,Air Travel,Commercial Airline,0.16,877.5728,Finance,IT
130,Ottawa,Kitchener,2782.9,264.99414552209015,2022-01-29,3405,Air Travel,Private Jet,0.27,751.383,Sales,HR
131,Ottawa,Kitchener,7377.61,144.28221919478466,2020-11-18,274,Ground Travel,Train,0.15,1106.6415,HR,IT
132,Calgary,Edmonton,9.0,840.9881040957367,2022-05-29,4299,Accommodation,Lodging,0.08,0.72,Marketing,HR
133,Hamilton,Kitchener,6839.6,355.3654695294606,2023-11-04,2131,Air Travel,Private Jet,0.27,1846.6920000000002,Marketing,IT
134,Kitchener,Hamilton,8895.22,987.3926289590498,2020-09-10,4709,Air Travel,Commercial Airline,0.16,1423.2351999999998,Marketing,HR
135,Winnipeg,Montreal,2277.08,700.5134234144116,2020-02-21,2549,Ground Travel,Train,0.15,341.56199999999995,Sales,Marketing
136,Montreal,Hamilton,2.0,359.920186560544,2022-07-14,958,Accommodation,Lodging,0.08,0.16,Marketing,Marketing
137,Quebec City,Hamilton,3.0,367.82013106891225,2021-06-17,1986,Accommodation,Lodging,0.08,0.24,IT,Marketing
138,Kitchener,Hamilton,5.0,299.95194896002283,2023-08-05,3505,Accommodation,AirBnB,0.09,0.44999999999999996,Marketing,Sales
139,Kitchener,Hamilton,6.0,547.4950246327222,2022-01-29,3848,Accommodation,Hotel,0.1,0.6000000000000001,Finance,IT
140,Calgary,Quebec City,2520.9,932.7200229648151,2020-08-15,4257,Ground Travel,Train,0.15,378.135,Finance,Marketing
141,Edmonton,Montreal,2.0,326.5194455077999,2022-02-07,1517,Accommodation,Lodging,0.08,0.16,Marketing,HR
142,Edmonton,Vancouver,7371.63,489.2962988086508,2022-11-28,2795,Air Travel,Commercial Airline,0.16,1179.4608,Marketing,Sales
143,Ottawa,Ottawa,4478.36,714.826038247489,2020-10-06,1233,Air Travel,Commercial Airline,0.16,716.5376,IT,Sales
144,Winnipeg,Calgary,8.0,899.3188404344116,2020-11-04,4427,Accommodation,Hotel,0.1,0.8,Marketing,Marketing
145,Montreal,Ottawa,4.0,435.0931159467559,2021-06-03,1917,Accommodation,AirBnB,0.09,0.36,Finance,Marketing
146,Montreal,Kitchener,5.0,527.9802936067516,2022-12-01,1503,Accommodation,Green Accommodation,0.05,0.25,Finance,Finance
147,Winnipeg,Montreal,4.0,201.88150182691948,2021-06-12,2519,Accommodation,AirBnB,0.09,0.36,HR,Finance
148,Vancouver,Kitchener,6.0,731.1503123314753,2023-12-16,3944,Accommodation,Green Accommodation,0.05,0.30000000000000004,Finance,HR
149,Toronto,Kitchener,8137.1,922.4496285345147,2023-03-18,1873,Air Travel,Private Jet,0.27,2197.0170000000003,Finance,Marketing
150,Montreal,Montreal,1.0,396.24515485226914,2023-02-11,4008,Accommodation,Lodging,0.08,0.08,Finance,Marketing
151,Toronto,Montreal,10.0,156.24558816127384,2023-03-02,2653,Accommodation,AirBnB,0.09,0.8999999999999999,Finance,IT
152,Hamilton,Montreal,7.0,366.50914673443646,2023-05-27,4274,Accommodation,Green Accommodation,0.05,0.35000000000000003,Sales,Finance
153,Vancouver,Kitchener,8964.68,658.1137997633138,2022-11-26,3128,Ground Travel,Ferry,0.18,1613.6424,Marketing,Marketing
154,Winnipeg,Edmonton,1.0,883.4000331440916,2022-09-14,891,Accommodation,AirBnB,0.09,0.09,Marketing,Sales
155,Ottawa,Quebec City,9313.93,615.389023866028,2020-05-15,3174,Air Travel,Private Jet,0.27,2514.7611,Sales,Marketing
156,Quebec City,Quebec City,3.0,236.5241651783641,2022-02-27,434,Accommodation,Green Accommodation,0.05,0.15000000000000002,Marketing,HR
157,Ottawa,Quebec City,9063.13,400.1831552234848,2022-05-27,152,Ground Travel,Train,0.15,1359.4695,Finance,IT
158,Ottawa,Montreal,3.0,347.79478988297376,2021-01-30,3538,Accommodation,Green Accommodation,0.05,0.15000000000000002,Marketing,Marketing
159,Winnipeg,Quebec City,8106.85,613.2791346773743,2022-02-27,2753,Ground Travel,Ferry,0.18,1459.233,Finance,HR
160,Hamilton,Hamilton,2.0,286.7773684434123,2021-02-07,3548,Accommodation,Green Accommodation,0.05,0.1,HR,HR
161,Hamilton,Quebec City,3.0,119.13022892314167,2021-04-15,2828,Accommodation,Lodging,0.08,0.24,Marketing,HR
162,Winnipeg,Montreal,10.0,202.9856476170773,2021-03-08,1172,Accommodation,AirBnB,0.09,0.8999999999999999,IT,Sales
163,Edmonton,Quebec City,947.51,187.38430317569316,2023-04-23,2248,Ground Travel,Train,0.15,142.1265,HR,Marketing
164,Quebec City,Toronto,9009.72,919.9089003563201,2020-03-17,994,Air Travel,Commercial Airline,0.16,1441.5552,Marketing,Finance
165,Winnipeg,Quebec City,1.0,512.0176743549616,2021-11-10,4953,Accommodation,AirBnB,0.09,0.09,Marketing,Sales
166,Montreal,Kitchener,9462.36,840.6954442012432,2020-07-13,74,Ground Travel,Car,0.2,1892.4720000000002,IT,HR
167,Kitchener,Vancouver,6266.41,332.77533384769936,2023-07-05,1941,Air Travel,Commercial Airline,0.16,1002.6256,Finance,Marketing
168,Ottawa,Calgary,10.0,828.2564771369649,2021-04-12,2073,Accommodation,AirBnB,0.09,0.8999999999999999,Marketing,HR
169,Vancouver,Hamilton,332.67,182.19139580210017,2021-01-03,3589,Ground Travel,Ferry,0.18,59.8806,Finance,Marketing
170,Ottawa,Kitchener,7079.52,536.2712573663517,2023-01-30,1660,Ground Travel,Ferry,0.18,1274.3136,Marketing,HR
171,Calgary,Winnipeg,2.0,267.6143789176069,2021-12-29,1224,Accommodation,AirBnB,0.09,0.18,Marketing,HR
172,Toronto,Edmonton,891.6,436.5409077310759,2021-11-07,1291,Air Travel,Private Jet,0.27,240.73200000000003,Finance,Finance
173,Winnipeg,Vancouver,9.0,668.9300659257605,2020-01-21,3114,Accommodation,Lodging,0.08,0.72,HR,Marketing
174,Montreal,Edmonton,8816.65,640.5809682878845,2021-07-15,1997,Air Travel,Private Jet,0.27,2380.4955,Sales,IT
175,Vancouver,Calgary,1402.81,938.9401067066852,2023-06-17,126,Air Travel,Commercial Airline,0.16,224.4496,IT,IT
176,Montreal,Montreal,159.59,414.56353363594286,2022-08-21,788,Air Travel,Commercial Airline,0.16,25.5344,HR,Finance
177,Ottawa,Winnipeg,6.0,294.5947505449913,2021-08-04,2765,Accommodation,Hotel,0.1,0.6000000000000001,Finance,Finance
178,Quebec City,Hamilton,9090.48,501.1306583041054,2021-04-17,1128,Ground Travel,Ferry,0.18,1636.2864,HR,HR
179,Ottawa,Edmonton,8.0,502.5907426526732,2020-07-13,4459,Accommodation,Green Accommodation,0.05,0.4,Finance,Finance
180,Kitchener,Quebec City,6.0,996.181635464209,2021-07-16,47,Accommodation,AirBnB,0.09,0.54,Sales,Finance
181,Toronto,Winnipeg,2.0,916.6846593508507,2022-09-24,2691,Accommodation,AirBnB,0.09,0.18,Sales,Finance
182,Montreal,Edmonton,9.0,787.743102195895,2020-01-04,2082,Accommodation,Green Accommodation,0.05,0.45,Finance,IT
183,Hamilton,Vancouver,3760.42,907.9687198024815,2020-12-15,3881,Air Travel,Private Jet,0.27,1015.3134000000001,Sales,IT
184,Edmonton,Edmonton,2.0,200.08831671578224,2020-01-22,2122,Accommodation,AirBnB,0.09,0.18,Finance,Finance
185,Hamilton,Quebec City,4151.16,804.1486791798891,2022-02-05,2380,Air Travel,Commercial Airline,0.16,664.1856,IT,HR
186,Winnipeg,Quebec City,1.0,134.67098837627992,2020-12-27,1187,Accommodation,Green Accommodation,0.05,0.05,IT,Marketing
187,Edmonton,Vancouver,4083.37,194.01482012482177,2021-10-06,102,Ground Travel,Car,0.2,816.674,Finance,Marketing
188,Quebec City,Montreal,5.0,955.4372122598854,2023-03-30,1821,Accommodation,Hotel,0.1,0.5,Sales,HR
189,Hamilton,Quebec City,3424.34,700.7531611489268,2021-08-11,1630,Air Travel,Private Jet,0.27,924.5718,HR,Marketing
190,Vancouver,Hamilton,2027.42,128.77975952211028,2023-06-26,4928,Ground Travel,Train,0.15,304.113,Sales,Marketing
191,Calgary,Winnipeg,4056.67,627.2899662530162,2021-09-24,4917,Air Travel,Commercial Airline,0.16,649.0672000000001,Finance,Sales
192,Ottawa,Hamilton,6456.02,841.745391836363,2020-12-16,3914,Air Travel,Commercial Airline,0.16,1032.9632000000001,HR,Finance
193,Quebec City,Ottawa,6362.64,479.08278868074564,2023-11-17,3351,Air Travel,Commercial Airline,0.16,1018.0224000000001,IT,Finance
194,Vancouver,Edmonton,7.0,393.05636584036273,2023-09-03,546,Accommodation,Hotel,0.1,0.7000000000000001,Sales,Finance
195,Toronto,Calgary,3482.48,455.2318494787524,2023-02-21,4527,Air Travel,Private Jet,0.27,940.2696000000001,Sales,IT
196,Hamilton,Toronto,2.0,952.4984996954415,2022-04-15,569,Accommodation,Green Accommodation,0.05,0.1,IT,Finance
197,Vancouver,Hamilton,8731.46,682.0400093622095,2022-07-13,4652,Air Travel,Private Jet,0.27,2357.4942,Sales,Marketing
198,Quebec City,Edmonton,5878.39,760.1064729473906,2021-03-22,3396,Ground Travel,Car,0.2,1175.678,Sales,IT
199,Quebec City,Montreal,5953.61,462.2373310453939,2021-05-27,1915,Air Travel,Commercial Airline,0.16,952.5776,Finance,Marketing
200,Edmonton,Vancouver,5.0,282.46507865974024,2022-09-11,26,Accommodation,Green Accommodation,0.05,0.25,Sales,IT
201,Vancouver,Winnipeg,2.0,499.76514428263835,2021-10-13,988,Accommodation,Hotel,0.1,0.2,IT,Marketing
202,Vancouver,Calgary,8199.53,933.7940616941979,2021-01-18,3042,Ground Travel,Ferry,0.18,1475.9154,HR,HR
203,Quebec City,Edmonton,8.0,362.5663470985272,2022-02-09,4271,Accommodation,Lodging,0.08,0.64,HR,Marketing
204,Edmonton,Vancouver,6.0,438.379601143028,2023-02-22,2617,Accommodation,Green Accommodation,0.05,0.30000000000000004,IT,Sales
205,Vancouver,Montreal,6259.28,889.6341974314748,2022-03-17,2784,Air Travel,Private Jet,0.27,1690.0056,HR,HR
206,Winnipeg,Montreal,2.0,759.6853494987722,2020-06-22,2864,Accommodation,Green Accommodation,0.05,0.1,Marketing,Marketing
207,Quebec City,Kitchener,9963.36,678.7668976859223,2022-09-12,4025,Ground Travel,Train,0.15,1494.5040000000001,IT,IT
208,Hamilton,Toronto,7418.77,974.4710954833679,2022-12-05,2324,Ground Travel,Train,0.15,1112.8155,Finance,Sales
209,Montreal,Edmonton,9476.98,742.2983518950628,2021-01-17,315,Ground Travel,Car,0.2,1895.396,Finance,Finance
210,Montreal,Winnipeg,3980.11,541.9257292130903,2020-04-20,2766,Ground Travel,Train,0.15,597.0165,Marketing,Sales
211,Quebec City,Kitchener,4590.5,669.635899856918,2023-11-22,1158,Ground Travel,Train,0.15,688.5749999999999,Finance,IT
